id,verdict,flags,layer,zone,row,encoded,read,form,confidence,for_this_zone,alternatives,fragment,note,quote,document
01059,agree,,or/multnomah/gresham,LDR-7,setback_street_side_ft,10,10,feet,clear,True,8 ft street side porch | 20 ft street side garage,"LDR-54, LDR-74, ... 10 ft. 8 ft. 20 ft. (columns 'Street Side Wall' / 'Street Side Porch' / 'Street Side Garage')",,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01060,agree,noted,or/multnomah/gresham,LDR-7,min_lot_sqft,7000,7000,square feet,inferred,True,"None (Townhouse row) | 7,000 sq ft (Duplex row)","B. Minimum Lot Size2 ... All other uses 5,000 sq. ft. 7,000 sq. ft. 4,000 sq. ft. None 3,600 sq. ft. None 3,600 sq. ft.",Column header is not in this passage; LDR-7 is the second column per L234. Row used is 'All other uses' (no quadplex row in section B); heading carries footnote 2.,or/multnomah/gresham/4.0100.residential.txt#L243,or/multnomah/gresham/4.0100.residential.txt
01061,agree,noted,or/multnomah/gresham,LDR-7,min_density_du_per_acre,4.35,4.35,units per acre,clear,True,,C. Minimum Net Density3 ... All uses except Manufactured Dwelling Parks 6.22 units per acre4 4.35 units per acre4 (LDR-7 column),Cell carries footnote marker 4 and the heading footnote 3; footnote text not in passage.,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L244-L246",or/multnomah/gresham/4.0100.residential.txt
01062,agree,noted,or/multnomah/gresham,LDR-7,max_density_du_per_acre [unit_lots],25,25,units per acre,clear,True,"None (Duplex, Triplex, Quadplex, Cottage Cluster row)",D. Maximum Net Density6 ... Townhouse 25 units per acre 25 units per acre 25 units per acre 25 units per acre 25 units per acre 24.2 units per acre 25 units per acre,Townhouse row used for the unit_lots condition; the Quadplex row prints 'None' for LDR-7; heading carries footnote 6.,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L250,L257",or/multnomah/gresham/4.0100.residential.txt
01063,agree,noted,or/multnomah/gresham,LDR-7,max_height_ft,35,35,feet,clear,True,35 ft (All other uses row),H. Maximum Building Height11 Townhouse 35 ft.12 35 ft. 35 ft. 35 ft. 35 ft. 35 ft. 35 ft. (LDR-7 column),Cited row is Townhouse; the 'All other uses' row (which would cover a quadplex) prints the same 35 ft for LDR-7; heading carries footnote 11.,or/multnomah/gresham/4.0100.residential.txt#L332,or/multnomah/gresham/4.0100.residential.txt
01064,agree,noted,or/multnomah/gresham,LDR-7,min_frontage_ft,40,40,feet,inferred,True,16 ft (Townhouse row) | 40 ft corner lots,1. Minimum Street Frontage: Interior lots ... All other uses 35 ft. 40 ft. 35 ft. 35 ft. 45 ft. 45 ft. NA,Column header not in this passage; LDR-7 is the second column per L234. Row used is 'All other uses'; heading carries footnote 9.,or/multnomah/gresham/4.0100.residential.txt#L314,or/multnomah/gresham/4.0100.residential.txt
01065,agree,noted,or/multnomah/gresham,LDR-7,min_frontage_ft [unit_lots],16,16,feet,inferred,True,40 ft (All other uses row),1. Minimum Street Frontage: Interior lots Townhouse 16 ft. 16 ft. 16 ft. None None 16 ft. None,Column header not in this passage; LDR-7 is the second column per L234. Townhouse row used for the unit_lots condition.,or/multnomah/gresham/4.0100.residential.txt#L313,or/multnomah/gresham/4.0100.residential.txt
01066,agree,noted,or/multnomah/gresham,LDR-7,min_frontage_ft [corner_lot],40,40,feet,inferred,True,None (Townhouse corner-lot row) | 40 ft interior lots,2. Minimum Street Frontage: Corner lots ... All other uses 40 ft.10 40 ft. 40 ft. as measured from the corner radius end point,"Column header not in this passage; LDR-7 is the second column per L234 (the plain '40 ft.' cell, no footnote marker).","or/multnomah/gresham/4.0100.residential.txt#L315,L319",or/multnomah/gresham/4.0100.residential.txt
01067,agree,noted,or/multnomah/gresham,LDR-7,min_lot_width_ft,40,40,feet,inferred,True,16 ft (Townhouse row) | 40 ft corner lot,"1. Width at building line: Interior lot ... Duplex, Triplex, Quadplex, and Cottage Cluster 35 ft. 40 ft. 35 ft. 16 ft. 16 ft. 16 ft.7 60 ft.","Column header not in this passage; LDR-7 is the second column per L234. Row used is 'Duplex, Triplex, Quadplex, and Cottage Cluster'.",or/multnomah/gresham/4.0100.residential.txt#L274,or/multnomah/gresham/4.0100.residential.txt
01068,agree,noted,or/multnomah/gresham,LDR-7,min_lot_width_ft [unit_lots],16,16,feet,inferred,True,"40 ft (Duplex, Triplex, Quadplex, and Cottage Cluster row)",1. Width at building line: Interior lot ... Townhouse 16 ft. 16 ft. 16 ft. 16 ft. 16 ft. 16 ft.7 16 ft.,Column header not in this passage; LDR-7 is the second column per L234. Townhouse row used for the unit_lots condition.,or/multnomah/gresham/4.0100.residential.txt#L277,or/multnomah/gresham/4.0100.residential.txt
01069,agree,noted,or/multnomah/gresham,LDR-7,min_lot_width_ft [corner_lot],40,40,feet,inferred,True,20 ft (Townhouse corner row) | 40 ft interior lot,"2. Width at building line: Corner lot ... Triplex, Quadplex, and Cottage Cluster 40 ft. 40 ft. 40 ft. 20 ft. 70 ft. 70 ft. 70 ft.","Column header not in this passage; LDR-7 is the second column per L234. Row used is 'Triplex, Quadplex, and Cottage Cluster'.","or/multnomah/gresham/4.0100.residential.txt#L279,L283-L285",or/multnomah/gresham/4.0100.residential.txt
01070,agree,noted,or/multnomah/gresham,LDR-7,min_lot_width_ft [corner_lot+unit_lots],20,20,feet,inferred,True,"40 ft (Triplex, Quadplex, and Cottage Cluster corner row) | 16 ft interior townhouse",2. Width at building line: Corner lot ... Townhouse 20 ft. 20 ft. 20 ft. 20 ft. 20 ft. See table note 8 20 ft.,Column header not in this passage; LDR-7 is the second column per L234. Townhouse corner row used for the corner_lot+unit_lots condition.,"or/multnomah/gresham/4.0100.residential.txt#L279,L286",or/multnomah/gresham/4.0100.residential.txt
01071,agree,noted,or/multnomah/gresham,TLDR,setback_front_ft,10,10,feet,inferred,True,8 ft front porch | 20 ft garage,"LDR-54, LDR-74, 10 ft.5 8 ft. 20 ft. ... / TLDR4, and TR4 (columns 'Front Facade/Wall' / 'Front Porch' / 'Garage')",TLDR is named on the un-marked continuation line L401 of the same row label; the 10 ft cell carries footnote marker 5 and 'TLDR4' carries footnote marker 4 (texts not in passage).,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01072,agree,noted,or/multnomah/gresham,TLDR,setback_garage_entrance_ft,20,20,feet,inferred,True,20 ft street side garage,"LDR-54, LDR-74, 10 ft.5 8 ft. 20 ft. ... / TLDR4, and TR4 (third column 'Garage' under FRONT)",TLDR is named on the un-marked continuation line L401 of the same row label.,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01073,agree,noted,or/multnomah/gresham,TLDR,setback_side_ft,5,5,feet,inferred,True,6 in. on zero side / 6 ft other side under the Zero Lot Line Option (footnote 3) | NA common wall,"LDR-54, LDR-74, ... 5 ft. NA 6 in. on zero / 6 ft. other ... / TLDR4, and TR4 (columns 'Interior Side' / 'Common Wall' / 'Zero Lot Line Option3')",TLDR is named on the un-marked continuation line L401 of the same row label.,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01074,agree,noted,or/multnomah/gresham,TLDR,setback_rear_ft,15,15,feet,inferred,True,8 ft rear with alley,"LDR-54, LDR-74, ... 15 ft. 8 ft. / TLDR4, and TR4 (columns 'Rear No Alley Access' / 'Rear With Alley')",TLDR is named on the un-marked continuation line L401 of the same row label.,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01075,agree,noted,or/multnomah/gresham,TLDR,setback_rear_ft [abuts_alley],8,8,feet,inferred,True,15 ft rear with no alley access,"Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, ... 15 ft. 8 ft. / TLDR4, and TR4 (columns 'Rear No Alley Access' / 'Rear With Alley')",TLDR is named on the un-marked continuation line L401 of the same row label; 'TLDR4' carries footnote marker 4 (text not in passage).,"or/multnomah/gresham/4.0100.residential.txt#L393-L397,L399-L400",or/multnomah/gresham/4.0100.residential.txt
01076,agree,noted,or/multnomah/gresham,TLDR,setback_street_side_ft,10,10,feet,inferred,True,8 ft street side porch | 20 ft street side garage,"LDR-54, LDR-74, ... 10 ft. 8 ft. 20 ft. ... / TLDR4, and TR4 (columns 'Street Side Wall' / 'Street Side Porch' / 'Street Side Garage')",TLDR is named on the un-marked continuation line L401 of the same row label.,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01077,agree,noted,or/multnomah/gresham,TLDR,min_density_du_per_acre,10,10,units per acre,clear,True,,C. Minimum Net Density3 ... All uses except Manufactured Dwelling Parks ... 10 units per acre 4 (TLDR column),Cell carries footnote marker 4 and the heading footnote 3; footnote text not in passage.,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L244-L246",or/multnomah/gresham/4.0100.residential.txt
01078,agree,noted,or/multnomah/gresham,TLDR,max_density_du_per_acre [unit_lots],25,25,units per acre,clear,True,"None (Duplex, Triplex, Quadplex, Cottage Cluster row)",D. Maximum Net Density6 ... Townhouse 25 units per acre 25 units per acre 25 units per acre 25 units per acre 25 units per acre 24.2 units per acre 25 units per acre,Townhouse row used for the unit_lots condition; the Quadplex row prints 'None' for TLDR; heading carries footnote 6.,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L250,L257",or/multnomah/gresham/4.0100.residential.txt
01079,agree,noted,or/multnomah/gresham,TLDR,max_height_ft,35,35,feet,clear,True,35 ft (All other uses row),"H. Maximum Building Height11 Townhouse 35 ft.12 35 ft. 35 ft. 35 ft. 35 ft. 35 ft. 35 ft. (TLDR column, fourth)",Cited row is Townhouse; the 'All other uses' row (which would cover a quadplex) prints the same 35 ft for TLDR; heading carries footnote 11.,or/multnomah/gresham/4.0100.residential.txt#L332,or/multnomah/gresham/4.0100.residential.txt
01080,agree,noted,or/multnomah/gresham,TLDR,min_frontage_ft,35,35,feet,inferred,True,"None (Townhouse row L313, TLDR column)",All other uses 35 ft. 40 ft. 35 ft. 35 ft. 45 ft. 45 ft. NA,"Column order (LDR-5, LDR-7, TR, TLDR, MDR-12, MDR-24, OFR) is not in this passage and was taken from the Table 4.0130 header at L263; the 4th cell is TLDR. Section G has no quadplex row so 'All other uses' was used; the Townhouse row prints None for TLDR; footnote 9 attaches to the heading.",or/multnomah/gresham/4.0100.residential.txt#L314,or/multnomah/gresham/4.0100.residential.txt
01081,agree,noted,or/multnomah/gresham,TLDR,min_frontage_ft [corner_lot],40,40,feet,inferred,True,"None (Townhouse row L316, corner lots, TLDR column) | 35 ft (interior lot, All other uses)",All other uses 40 ft.10 40 ft. 40 ft. as measured from the corner radius end point to the property corner. 40 ft. as measured from the corner radius end point to the property corner. 45 ft. 45 ft. NA,"The TLDR cell (4th column, order taken from the L263 header) reads '40 ft. as measured from the corner radius end point to the property corner', a measurement qualifier; the Townhouse corner row prints None; footnote 10 sits on the LDR-5 cell.","or/multnomah/gresham/4.0100.residential.txt#L315,L319",or/multnomah/gresham/4.0100.residential.txt
01082,agree,unclear+noted,or/multnomah/gresham,TLDR,min_lot_sqft,8000,8000,square feet,unclear,unknown,"average lot size at least 8,000 and less than 14,000 sq ft for the subdivision (L591) | None (Table 4.0130 B, All other uses, TLDR column)","The minimum lot size in a large lot subdivision shall be 8,000 square feet.","The 8,000 sq ft figure applies only to lots created under the Large Lot Subdivision Option, not as the district's general minimum; the passage does not name TLDR, and Table 4.0130 row B prints None for TLDR on every row.",or/multnomah/gresham/4.0100.residential.txt#L593,or/multnomah/gresham/4.0100.residential.txt
01083,agree,noted,or/multnomah/gresham,TLDR,min_lot_width_ft,16,16,feet,inferred,True,16 ft (Townhouse row L277),"Duplex, Triplex, Quadplex, and Cottage Cluster 35 ft. 40 ft. 35 ft. 16 ft. 16 ft. 16 ft.7 60 ft.","Column order taken from the L263 header (4th column TLDR); row used is Duplex/Triplex/Quadplex/Cottage Cluster, interior lot, width at building line.",or/multnomah/gresham/4.0100.residential.txt#L274,or/multnomah/gresham/4.0100.residential.txt
01084,agree,noted,or/multnomah/gresham,TLDR,min_lot_width_ft [unit_lots],16,16,feet,inferred,True,"16 ft (Duplex, Triplex, Quadplex row L274)",Townhouse 16 ft. 16 ft. 16 ft. 16 ft. 16 ft. 16 ft.7 16 ft.,"Townhouse interior-lot row, 4th column TLDR; column order taken from the L263 header.",or/multnomah/gresham/4.0100.residential.txt#L277,or/multnomah/gresham/4.0100.residential.txt
01085,agree,noted,or/multnomah/gresham,TLDR,min_lot_width_ft [corner_lot],20,20,feet,inferred,True,"16 ft (interior lot, same row) | 20 ft (Townhouse corner row L286)","2. Width at building line: Corner lot / Triplex, Quadplex, and Cottage Cluster 40 ft. 40 ft. 40 ft. 20 ft. 70 ft. 70 ft. 70 ft.",4th column (TLDR) of the corner-lot Triplex/Quadplex/Cottage Cluster row prints 20 ft; column order taken from the L263 header.,"or/multnomah/gresham/4.0100.residential.txt#L279,L283-L285",or/multnomah/gresham/4.0100.residential.txt
01086,agree,noted,or/multnomah/gresham,TLDR,min_lot_width_ft [corner_lot+unit_lots],20,20,feet,inferred,True,16 ft (Townhouse interior lot L277) | 20 ft (Triplex/Quadplex corner row L283),Townhouse 20 ft. 20 ft. 20 ft. 20 ft. 20 ft. See table note 8 20 ft.,"Townhouse corner-lot row, 4th column TLDR = 20 ft; 'See table note 8' is on the MDR-24 cell only.","or/multnomah/gresham/4.0100.residential.txt#L279,L286",or/multnomah/gresham/4.0100.residential.txt
01087,agree,noted,or/multnomah/gresham,TR,setback_front_ft,10,10,feet,inferred,True,8 ft (Front Porch column),"LDR-54, LDR-74, TLDR4, and TR4 10 ft.5 8 ft. 20 ft. 5 ft. NA 6 in. on zero / 6 ft. other 10 ft. 8 ft. 20 ft. 15 ft. 8 ft.","Row is Single Detached/Duplex/Triplex/Quadplex for LDR-5, LDR-7, TLDR and TR (TR is named on L401, just outside the marked line); footnote 5 attaches to the 10 ft figure and footnote 4 to the district; the Townhouse row L406 prints the same 10 ft.5.",or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01088,agree,noted,or/multnomah/gresham,TR,setback_garage_entrance_ft,20,20,feet,inferred,True,20 ft (Street Side Garage Access column),"LDR-54, LDR-74, TLDR4, and TR4 10 ft.5 8 ft. 20 ft. 5 ft. NA 6 in. on zero / 6 ft. other 10 ft. 8 ft. 20 ft. 15 ft. 8 ft.",Garage column is the 3rd cell of the LDR-5/LDR-7/TLDR/TR row; TR is named on L401.,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
